,MSA,Year,Population (persons) 3/,Total employment (number of jobs),Average earnings per job (dollars),Average wages and salaries (dollars),Per capita net earnings 4/ (dollars)
,,,sum,sum,mean,mean,mean
0,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2007,1550291.0,1377965.0,60308.5,54231.5,36294.0
1,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2008,1574340.0,1373823.0,58787.5,54938.5,33614.0
2,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2009,1596169.0,1316341.0,59742.5,55239.5,33045.5
3,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2010,1618043.0,1314438.0,60631.0,56502.5,33518.5
4,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2011,1645464.0,1356683.0,61490.5,58142.5,35332.0
5,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2012,1683085.0,1376394.0,61632.5,59757.5,34865.0
6,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2013,1698143.0,1403913.0,61891.5,59713.0,35041.0
7,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2014,1715253.0,1456760.0,64003.5,61400.5,37745.5
8,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2015,1737670.0,1505143.0,66424.5,63164.5,40238.5
9,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2016,1767514.0,1543906.0,69261.0,64832.5,42156.0
10,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2017,1787412.0,1585198.0,71600.5,66600.5,45025.5
11,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2018,1802092.0,1633296.0,73586.0,68363.5,47118.5
12,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2019,1819277.0,1666611.0,75889.5,70565.5,49574.5
13,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2020,1833790.0,1616284.0,77945.0,76055.0,48032.5
14,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2021,1821762.0,1704794.0,80407.5,80889.0,51805.5
15,"Atlanta-Sandy Springs-Alpharetta, GA MSA",2022,1837454.0,1815770.0,80407.0,84852.5,52391.0
16,"Austin-Round Rock-Georgetown, TX MSA",2007,955399.0,746530.0,52974.0,48614.0,30673.0
17,"Austin-Round Rock-Georgetown, TX MSA",2008,980699.0,767262.0,53012.0,49437.0,30520.0
18,"Austin-Round Rock-Georgetown, TX MSA",2009,1006503.0,760962.0,51075.0,48648.0,28840.0
19,"Austin-Round Rock-Georgetown, TX MSA",2010,1030315.0,771613.0,53932.0,50740.0,30401.0
20,"Austin-Round Rock-Georgetown, TX MSA",2011,1061255.0,796786.0,57505.0,52705.0,33420.0
21,"Austin-Round Rock-Georgetown, TX MSA",2012,1096149.0,826350.0,59025.0,54713.0,35199.0
22,"Austin-Round Rock-Georgetown, TX MSA",2013,1121205.0,866574.0,60747.0,55062.0,36772.0
23,"Austin-Round Rock-Georgetown, TX MSA",2014,1150862.0,904632.0,63306.0,57014.0,38647.0
24,"Austin-Round Rock-Georgetown, TX MSA",2015,1178026.0,948557.0,64069.0,59649.0,39009.0
25,"Austin-Round Rock-Georgetown, TX MSA",2016,1203850.0,989993.0,64567.0,61540.0,39477.0
26,"Austin-Round Rock-Georgetown, TX MSA",2017,1224476.0,1024703.0,69611.0,64234.0,43753.0
27,"Austin-Round Rock-Georgetown, TX MSA",2018,1243324.0,1069083.0,72438.0,67234.0,46922.0
28,"Austin-Round Rock-Georgetown, TX MSA",2019,1269667.0,1098909.0,73993.0,70454.0,48007.0
29,"Austin-Round Rock-Georgetown, TX MSA",2020,1296515.0,1087375.0,76378.0,78056.0,46958.0
30,"Austin-Round Rock-Georgetown, TX MSA",2021,1308544.0,1170075.0,81610.0,85961.0,52888.0
31,"Austin-Round Rock-Georgetown, TX MSA",2022,1326436.0,1269845.0,84265.0,89649.0,56998.0
32,"Baltimore-Columbia-Towson, MD MSA",2007,1470222.0,860665.0,54468.5,50266.5,24631.5
33,"Baltimore-Columbia-Towson, MD MSA",2008,1470351.0,851781.0,56809.5,52320.0,25024.5
34,"Baltimore-Columbia-Towson, MD MSA",2009,1476670.0,832325.0,57210.5,52782.0,24864.0
35,"Baltimore-Columbia-Towson, MD MSA",2010,1488605.0,824440.0,59164.5,53724.0,25084.5
36,"Baltimore-Columbia-Towson, MD MSA",2011,1501271.0,835801.0,60080.5,54935.0,26035.5
37,"Baltimore-Columbia-Towson, MD MSA",2012,1517099.0,846099.0,60885.0,56083.5,26079.5
38,"Baltimore-Columbia-Towson, MD MSA",2013,1530077.0,859687.0,60721.5,56379.0,26233.0
39,"Baltimore-Columbia-Towson, MD MSA",2014,1545993.0,870672.0,62562.5,58048.5,26835.5
40,"Baltimore-Columbia-Towson, MD MSA",2015,1556744.0,881506.0,64175.0,59922.5,27689.5
41,"Baltimore-Columbia-Towson, MD MSA",2016,1558320.0,892572.0,65672.0,60867.0,28332.5
42,"Baltimore-Columbia-Towson, MD MSA",2017,1559685.0,905222.0,67148.0,62589.0,29173.0
43,"Baltimore-Columbia-Towson, MD MSA",2018,1557855.0,921448.0,68182.5,63688.5,30276.0
44,"Baltimore-Columbia-Towson, MD MSA",2019,1554779.0,922066.0,69646.0,65980.0,30810.0
45,"Baltimore-Columbia-Towson, MD MSA",2020,1548429.0,896044.0,71753.0,70401.0,30805.5
46,"Baltimore-Columbia-Towson, MD MSA",2021,1533235.0,919212.0,74256.5,72960.5,32528.5
47,"Baltimore-Columbia-Towson, MD MSA",2022,1516902.0,956022.0,76859.5,76078.0,34436.5
48,"Birmingham-Hoover, AL MSA",2007,918002.0,604261.0,42269.0,38935.0,26342.0
49,"Birmingham-Hoover, AL MSA",2008,926267.0,599226.0,42267.666666666664,39961.333333333336,25916.0
50,"Birmingham-Hoover, AL MSA",2009,934158.0,572473.0,42469.333333333336,40059.666666666664,24690.333333333332
51,"Birmingham-Hoover, AL MSA",2010,938374.0,567456.0,43627.666666666664,40565.333333333336,24853.0
52,"Birmingham-Hoover, AL MSA",2011,942743.0,574092.0,44436.333333333336,41472.0,25948.0
53,"Birmingham-Hoover, AL MSA",2012,948614.0,582333.0,46150.333333333336,42659.333333333336,26985.666666666668
54,"Birmingham-Hoover, AL MSA",2013,956159.0,587772.0,47220.333333333336,43190.333333333336,27022.666666666668
55,"Birmingham-Hoover, AL MSA",2014,961451.0,595951.0,48303.0,44579.666666666664,27934.666666666668
56,"Birmingham-Hoover, AL MSA",2015,967349.0,604370.0,49531.666666666664,46045.0,28788.333333333332
57,"Birmingham-Hoover, AL MSA",2016,972504.0,613022.0,49692.333333333336,46615.0,29174.0
58,"Birmingham-Hoover, AL MSA",2017,976942.0,620306.0,51126.666666666664,48011.0,30262.333333333332
59,"Birmingham-Hoover, AL MSA",2018,981707.0,634037.0,52725.666666666664,49644.666666666664,31609.0
60,"Birmingham-Hoover, AL MSA",2019,985855.0,639014.0,54466.666666666664,51209.333333333336,32877.333333333336
61,"Birmingham-Hoover, AL MSA",2020,990208.0,626089.0,56624.333333333336,54474.666666666664,33150.666666666664
62,"Birmingham-Hoover, AL MSA",2021,990328.0,652654.0,58335.666666666664,56969.0,35480.0
63,"Birmingham-Hoover, AL MSA",2022,989456.0,680425.0,59991.333333333336,59910.333333333336,38127.666666666664
64,"Boston-Cambridge-Newton, MA-NH MSA",2007,693368.0,704131.0,84295.0,73413.0,33747.0
65,"Boston-Cambridge-Newton, MA-NH MSA",2008,702201.0,712241.0,85198.0,75332.0,33820.0
66,"Boston-Cambridge-Newton, MA-NH MSA",2009,716214.0,697968.0,90351.0,73071.0,38962.0
67,"Boston-Cambridge-Newton, MA-NH MSA",2010,725665.0,697484.0,97512.0,74833.0,44374.0
68,"Boston-Cambridge-Newton, MA-NH MSA",2011,736674.0,715372.0,95781.0,76662.0,42504.0
69,"Boston-Cambridge-Newton, MA-NH MSA",2012,750254.0,729705.0,94873.0,78842.0,40201.0
70,"Boston-Cambridge-Newton, MA-NH MSA",2013,761231.0,746424.0,94270.0,79831.0,39895.0
71,"Boston-Cambridge-Newton, MA-NH MSA",2014,771952.0,769056.0,95023.0,84840.0,39357.0
72,"Boston-Cambridge-Newton, MA-NH MSA",2015,780484.0,805077.0,96195.0,88040.0,41543.0
73,"Boston-Cambridge-Newton, MA-NH MSA",2016,789780.0,831543.0,100005.0,89367.0,44899.0
74,"Boston-Cambridge-Newton, MA-NH MSA",2017,797470.0,848641.0,105015.0,93582.0,48083.0
75,"Boston-Cambridge-Newton, MA-NH MSA",2018,799678.0,863330.0,108058.0,98290.0,50283.0
76,"Boston-Cambridge-Newton, MA-NH MSA",2019,801022.0,885923.0,112910.0,101446.0,52308.0
77,"Boston-Cambridge-Newton, MA-NH MSA",2020,793271.0,835231.0,123789.0,112595.0,53691.0
78,"Boston-Cambridge-Newton, MA-NH MSA",2021,771765.0,862075.0,128122.0,118893.0,59200.0
79,"Boston-Cambridge-Newton, MA-NH MSA",2022,766381.0,918097.0,129470.0,122206.0,60252.0
80,"Buffalo-Cheektowaga, NY MSA",2007,1283465.0,709827.0,41787.0,34577.0,20668.0
81,"Buffalo-Cheektowaga, NY MSA",2008,1281794.0,714578.0,42689.0,35606.0,21048.0
82,"Buffalo-Cheektowaga, NY MSA",2009,1280520.0,700227.0,42693.8,35693.2,20632.8
83,"Buffalo-Cheektowaga, NY MSA",2010,1281606.0,698822.0,45611.0,36626.0,21644.4
84,"Buffalo-Cheektowaga, NY MSA",2011,1285358.0,706862.0,46867.4,37731.2,22596.6
85,"Buffalo-Cheektowaga, NY MSA",2012,1288091.0,711145.0,48126.4,38898.4,23091.0
86,"Buffalo-Cheektowaga, NY MSA",2013,1291701.0,715700.0,49944.6,39426.0,23577.0
87,"Buffalo-Cheektowaga, NY MSA",2014,1295092.0,722380.0,50154.8,40308.0,23940.2
88,"Buffalo-Cheektowaga, NY MSA",2015,1296423.0,729119.0,50598.0,41166.8,24429.8
89,"Buffalo-Cheektowaga, NY MSA",2016,1296744.0,731961.0,50657.2,41931.8,24605.0
90,"Buffalo-Cheektowaga, NY MSA",2017,1299957.0,733987.0,52756.6,43120.6,25678.4
91,"Buffalo-Cheektowaga, NY MSA",2018,1303571.0,742144.0,53458.2,44370.0,26390.2
92,"Buffalo-Cheektowaga, NY MSA",2019,1305315.0,742877.0,55974.2,45751.8,27578.6
93,"Buffalo-Cheektowaga, NY MSA",2020,1303688.0,692624.0,59751.0,49540.2,27792.0
94,"Buffalo-Cheektowaga, NY MSA",2021,1303957.0,712220.0,62544.2,52587.0,29546.6
95,"Buffalo-Cheektowaga, NY MSA",2022,1297711.0,742048.0,64436.0,55726.8,31422.0
96,"Charlotte-Concord-Gastonia, NC-SC MSA",2007,1234217.0,891030.0,44330.25,38232.0,25606.25
97,"Charlotte-Concord-Gastonia, NC-SC MSA",2008,1266743.0,893794.0,47642.0,38850.0,27123.5
98,"Charlotte-Concord-Gastonia, NC-SC MSA",2009,1290372.0,856034.0,45002.0,38354.0,23547.5
99,"Charlotte-Concord-Gastonia, NC-SC MSA",2010,1305307.0,853351.0,44354.25,39716.0,22080.25
100,"Charlotte-Concord-Gastonia, NC-SC MSA",2011,1325890.0,893626.0,43636.5,40655.25,22938.0
101,"Charlotte-Concord-Gastonia, NC-SC MSA",2012,1349940.0,915537.0,47471.0,41610.5,25435.75
102,"Charlotte-Concord-Gastonia, NC-SC MSA",2013,1374222.0,942295.0,45784.75,42136.75,24123.75
103,"Charlotte-Concord-Gastonia, NC-SC MSA",2014,1394930.0,979647.0,46882.5,43289.25,25154.75
104,"Charlotte-Concord-Gastonia, NC-SC MSA",2015,1420597.0,1017077.0,48136.5,44750.75,26158.75
105,"Charlotte-Concord-Gastonia, NC-SC MSA",2016,1448072.0,1048563.0,49413.25,45946.25,27072.0
106,"Charlotte-Concord-Gastonia, NC-SC MSA",2017,1473206.0,1078585.0,50965.75,47501.75,28323.25
107,"Charlotte-Concord-Gastonia, NC-SC MSA",2018,1493577.0,1109919.0,52154.5,49277.75,29362.75
108,"Charlotte-Concord-Gastonia, NC-SC MSA",2019,1514198.0,1136787.0,54494.0,50833.25,30819.25
109,"Charlotte-Concord-Gastonia, NC-SC MSA",2020,1532307.0,1129827.0,56445.5,53660.25,31477.0
110,"Charlotte-Concord-Gastonia, NC-SC MSA",2021,1547334.0,1181902.0,58864.25,57052.5,33629.5
111,"Charlotte-Concord-Gastonia, NC-SC MSA",2022,1573372.0,1249023.0,61957.5,60901.25,36404.0
112,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2007,8219573.0,5203928.0,52533.5,47915.666666666664,34125.5
113,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2008,8252073.0,5184844.0,52586.666666666664,48783.0,33749.166666666664
114,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2009,8289812.0,5005244.0,51610.833333333336,48456.166666666664,31492.0
115,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2010,8329753.0,4961706.0,53765.333333333336,49885.0,32183.0
116,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2011,8377655.0,5063441.0,55043.166666666664,51348.0,33755.5
117,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2012,8422969.0,5120721.0,57331.333333333336,52681.5,35573.666666666664
118,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2013,8463325.0,5205214.0,58329.666666666664,53191.5,36002.5
119,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2014,8488951.0,5301088.0,59589.166666666664,54614.0,37169.833333333336
120,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2015,8501154.0,5424303.0,61482.833333333336,56820.666666666664,38949.833333333336
121,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2016,8500969.0,5495429.0,61629.0,57286.5,39342.666666666664
122,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2017,8497170.0,5520955.0,63118.333333333336,58623.166666666664,40453.333333333336
123,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2018,8482948.0,5574266.0,65072.166666666664,60242.833333333336,42122.666666666664
124,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2019,8464589.0,5573912.0,66936.66666666667,61466.833333333336,43434.666666666664
125,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2020,8427615.0,5316445.0,69886.66666666667,65931.0,43899.833333333336
126,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2021,8341974.0,5500570.0,72636.0,69490.66666666667,47334.333333333336
127,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2022,8262029.0,5767561.0,72234.16666666667,71987.5,49983.666666666664
128,"Cincinnati, OH-KY-IN MSA",2007,801815.0,634776.0,54215.0,48388.0,27035.0
129,"Cincinnati, OH-KY-IN MSA",2008,799840.0,631113.0,55333.0,49924.0,27152.0
130,"Cincinnati, OH-KY-IN MSA",2009,802149.0,610388.0,55637.0,50030.0,26115.0
131,"Cincinnati, OH-KY-IN MSA",2010,802583.0,602580.0,58225.0,51408.0,27388.0
132,"Cincinnati, OH-KY-IN MSA",2011,802191.0,608146.0,60973.0,53189.0,29585.0
133,"Cincinnati, OH-KY-IN MSA",2012,805176.0,614892.0,63464.0,55555.0,31093.0
134,"Cincinnati, OH-KY-IN MSA",2013,809197.0,620011.0,64465.0,55971.0,31110.0
135,"Cincinnati, OH-KY-IN MSA",2014,812899.0,628439.0,64894.0,57768.0,31553.0
136,"Cincinnati, OH-KY-IN MSA",2015,816075.0,637438.0,64495.0,57895.0,31868.0
137,"Cincinnati, OH-KY-IN MSA",2016,819145.0,643303.0,65516.0,58960.0,32794.0
138,"Cincinnati, OH-KY-IN MSA",2017,823299.0,652772.0,66940.0,60464.0,33720.0
139,"Cincinnati, OH-KY-IN MSA",2018,825668.0,660302.0,68290.0,61966.0,35002.0
140,"Cincinnati, OH-KY-IN MSA",2019,829705.0,661035.0,71030.0,64882.0,36094.0
141,"Cincinnati, OH-KY-IN MSA",2020,830320.0,635598.0,74112.0,69777.0,36181.0
142,"Cincinnati, OH-KY-IN MSA",2021,827501.0,653205.0,76109.0,72379.0,38635.0
143,"Cincinnati, OH-KY-IN MSA",2022,825037.0,681791.0,77570.0,74679.0,40725.0
144,"Cleveland-Elyria, OH MSA",2007,1301540.0,919548.0,52786.0,46223.0,25137.0
145,"Cleveland-Elyria, OH MSA",2008,1291479.0,908861.0,54083.0,47087.0,25727.0
146,"Cleveland-Elyria, OH MSA",2009,1285082.0,874434.0,52886.0,46863.0,24168.0
147,"Cleveland-Elyria, OH MSA",2010,1278957.0,869402.0,53609.0,48305.0,24287.0
148,"Cleveland-Elyria, OH MSA",2011,1274684.0,879394.0,55335.0,50017.0,25731.0
149,"Cleveland-Elyria, OH MSA",2012,1273938.0,893644.0,57352.0,51787.0,26997.0
150,"Cleveland-Elyria, OH MSA",2013,1276781.0,903707.0,58697.0,52388.0,27443.0
151,"Cleveland-Elyria, OH MSA",2014,1277988.0,908684.0,59797.0,53929.0,28203.0
152,"Cleveland-Elyria, OH MSA",2015,1276979.0,918194.0,60871.0,55122.0,29203.0
153,"Cleveland-Elyria, OH MSA",2016,1275561.0,925284.0,61583.0,55668.0,29613.0
154,"Cleveland-Elyria, OH MSA",2017,1272360.0,927994.0,63735.0,57726.0,30735.0
155,"Cleveland-Elyria, OH MSA",2018,1269631.0,942341.0,64391.0,59117.0,31376.0
156,"Cleveland-Elyria, OH MSA",2019,1266678.0,943830.0,66047.0,60905.0,32130.0
157,"Cleveland-Elyria, OH MSA",2020,1262523.0,905636.0,68722.0,65527.0,31764.0
158,"Cleveland-Elyria, OH MSA",2021,1247808.0,933183.0,71482.0,69059.0,34407.0
159,"Cleveland-Elyria, OH MSA",2022,1236041.0,969409.0,72870.0,71880.0,36085.0
160,"Columbus, OH MSA",2007,1127174.0,869182.0,49393.0,44044.0,26848.0
161,"Columbus, OH MSA",2008,1141183.0,863651.0,50516.0,45056.0,26797.0
162,"Columbus, OH MSA",2009,1155408.0,840583.0,50501.0,45530.0,25741.0
163,"Columbus, OH MSA",2010,1166214.0,839824.0,52101.0,46589.0,26522.0
164,"Columbus, OH MSA",2011,1180897.0,858560.0,54165.0,48115.0,28367.0
165,"Columbus, OH MSA",2012,1199222.0,877709.0,56981.0,49936.0,30052.0
166,"Columbus, OH MSA",2013,1219137.0,901418.0,57946.0,50354.0,30454.0
167,"Columbus, OH MSA",2014,1238698.0,925109.0,58677.0,51757.0,31081.0
168,"Columbus, OH MSA",2015,1257824.0,944806.0,60057.0,53681.0,31955.0
169,"Columbus, OH MSA",2016,1275139.0,963969.0,60365.0,54146.0,31899.0
170,"Columbus, OH MSA",2017,1296304.0,980361.0,61868.0,55842.0,32502.0
171,"Columbus, OH MSA",2018,1308522.0,995993.0,62870.0,57509.0,33098.0
172,"Columbus, OH MSA",2019,1318681.0,1003809.0,64570.0,59273.0,33855.0
173,"Columbus, OH MSA",2020,1324357.0,978012.0,68249.0,64355.0,34568.0
174,"Columbus, OH MSA",2021,1317560.0,1008815.0,71177.0,67217.0,37621.0
175,"Columbus, OH MSA",2022,1321820.0,1047247.0,72564.0,70230.0,39015.0
176,"Dallas-Fort Worth-Arlington, TX MSA",2007,4822786.0,3366770.0,47737.75,46247.5,31439.5
177,"Dallas-Fort Worth-Arlington, TX MSA",2008,4913795.0,3429997.0,48508.0,47032.0,31995.0
178,"Dallas-Fort Worth-Arlington, TX MSA",2009,5012049.0,3353629.0,46640.5,46525.75,29459.75
179,"Dallas-Fort Worth-Arlington, TX MSA",2010,5095656.0,3372928.0,48711.5,47815.0,30463.0
180,"Dallas-Fort Worth-Arlington, TX MSA",2011,5184931.0,3482281.0,51896.75,49949.0,32885.75
181,"Dallas-Fort Worth-Arlington, TX MSA",2012,5287406.0,3586241.0,53714.25,51590.5,34355.75
182,"Dallas-Fort Worth-Arlington, TX MSA",2013,5365040.0,3690082.0,55012.5,52299.75,35207.0
183,"Dallas-Fort Worth-Arlington, TX MSA",2014,5460841.0,3811962.0,56815.75,54104.5,36626.5
184,"Dallas-Fort Worth-Arlington, TX MSA",2015,5568766.0,3952927.0,56855.75,55435.0,36972.25
185,"Dallas-Fort Worth-Arlington, TX MSA",2016,5670274.0,4089823.0,55531.0,55608.25,37209.0
186,"Dallas-Fort Worth-Arlington, TX MSA",2017,5761167.0,4196710.0,57796.75,57471.5,39008.75
187,"Dallas-Fort Worth-Arlington, TX MSA",2018,5830057.0,4316240.0,59808.75,59681.75,40811.25
188,"Dallas-Fort Worth-Arlington, TX MSA",2019,5886863.0,4398106.0,61822.75,61133.0,42564.25
189,"Dallas-Fort Worth-Arlington, TX MSA",2020,5950849.0,4362610.0,62668.5,64901.75,42130.0
190,"Dallas-Fort Worth-Arlington, TX MSA",2021,5988772.0,4614535.0,65599.75,68431.5,46000.25
191,"Dallas-Fort Worth-Arlington, TX MSA",2022,6079965.0,4910542.0,68362.0,71964.75,49926.5
192,"Denver-Aurora-Lakewood, CO MSA",2007,2653222.0,1869065.0,52416.142857142855,51255.57142857143,35267.142857142855
193,"Denver-Aurora-Lakewood, CO MSA",2008,2701638.0,1894465.0,52834.28571428572,52296.42857142857,35747.57142857143
194,"Denver-Aurora-Lakewood, CO MSA",2009,2749198.0,1848741.0,51742.28571428572,53003.0,32512.428571428572
195,"Denver-Aurora-Lakewood, CO MSA",2010,2795336.0,1841234.0,53202.857142857145,54056.57142857143,32649.85714285714
196,"Denver-Aurora-Lakewood, CO MSA",2011,2847914.0,1883443.0,55269.42857142857,55562.28571428572,34341.857142857145
197,"Denver-Aurora-Lakewood, CO MSA",2012,2898677.0,1931329.0,57863.28571428572,58121.0,35756.857142857145
198,"Denver-Aurora-Lakewood, CO MSA",2013,2952054.0,1997775.0,60172.42857142857,58075.57142857143,37259.142857142855
199,"Denver-Aurora-Lakewood, CO MSA",2014,3006182.0,2072799.0,62393.71428571428,60156.71428571428,39471.142857142855
